2018-01-01,1104.0
2018-01-02,960.6
2018-01-03,813.8
2018-01-04,541.6
2018-01-05,648.4
2018-01-06,839.2
2018-01-07,618.0
2018-01-08,233.2
2018-01-09,19.8
2018-01-10,664.8
2018-01-11,486.3
2018-01-12,495.8
2018-01-13,336.0
2018-01-14,706.0
2018-01-15,689.0
2018-01-16,1003.4
2018-01-17,491.8
2018-01-18,256.0
2018-01-19,887.6
2018-01-20,1400.6
2018-01-21,1122.8
2018-01-22,1429.6
2018-01-23,1467.0
2018-01-24,1535.8
2018-01-25,1328.6
2018-01-26,1634.6
2018-01-27,1848.4
2018-01-28,1099.2
2018-01-29,908.8
2018-01-30,592.0
2018-01-31,564.8
2018-02-01,888.8
2018-02-02,493.2
2018-02-03,564.4
2018-02-04,870.0
2018-02-05,193.8
2018-02-06,805.21
2018-02-07,590.0
2018-02-08,524.8
2018-02-09,847.8
2018-02-10,772.2
2018-02-11,1240.0
2018-02-12,1430.2
2018-02-13,1506.2
2018-02-14,1573.4
2018-02-15,794.4
2018-02-16,1239.0
2018-02-17,1372.4
2018-02-18,1162.8
2018-02-19,1772.6
2018-02-20,2914.2
2018-02-21,2244.8
2018-02-22,2645.4
2018-02-23,2493.41
2018-02-24,3424.38
2018-02-25,2136.0
2018-02-26,2189.65
2018-02-27,2131.65
2018-02-28,2513.6
2018-03-01,2913.0
2018-03-02,1737.6
2018-03-03,2598.2
2018-03-04,2787.2
2018-03-05,2522.95
2018-03-06,1800.46
2018-03-07,2138.37
2018-03-08,1645.6
2018-03-09,1872.01
2018-03-10,1995.0
2018-03-11,2373.0
2018-03-12,1469.01
2018-03-13,1056.0
2018-03-14,1672.0
2018-03-15,1605.01
2018-03-16,2040.02
2018-03-17,3158.0
2018-03-18,1872.0
2018-03-19,2383.01
2018-03-20,2377.0
2018-03-21,1719.0
2018-03-22,2017.0
2018-03-23,1889.05
2018-03-24,3106.0
2018-03-25,2828.0
2018-03-26,1748.06
2018-03-27,1767.26
2018-03-28,1381.0
2018-03-29,1758.0
2018-03-30,2922.01
2018-03-31,3466.0
