2018-12-01,24566.08
2018-12-02,2141.0
2018-12-03,25511.88
2018-12-04,15274.69
2018-12-05,14442.3
2018-12-06,15259.02
2018-12-07,18415.02
2018-12-08,24201.0
2018-12-09,15537.01
2018-12-10,15368.0
2018-12-11,12762.04
2018-12-12,9203.04
2018-12-13,14336.0
2018-12-14,19734.04
2018-12-15,23950.0
2018-12-16,18681.0
2018-12-17,14241.0
2018-12-18,13464.0
2018-12-19,15078.02
2018-12-20,14703.05
2018-12-21,17959.0
2018-12-22,19537.03
2018-12-23,20068.0
2018-12-24,20013.0
2018-12-25,21005.0
2018-12-26,16876.0
2018-12-27,15150.0
2018-12-28,15669.0
2018-12-29,25048.0
2018-12-30,25236.0
2018-12-31,27254.0
